id,source,ambientTemp,latitude,longitude,time
2WWTkm2BdsFmfTph1fseT1tpcdE,,11.5,37.64,-118.97,2023-10-09T10:31:21.703Z
2WWTkskYLe9BfoZohIHZPfeKRqB,,22.5,-28.82,153.54,2023-10-09T10:31:22.047Z
2WWTkwN0DQ9Y7WfWXduzDVNz7aZ,,17,47.04,15.45,2023-10-09T10:31:22.125Z
2WWTkszDdkJbnp3tQ5114FYD2SS,,5.5,44.99,-93.39,2023-10-09T10:31:22.185Z
2WWTktNpaTpAIg8IY6cyYTQk4t8,,11,52.45,13.41,2023-10-09T10:31:22.646Z
2WWTkx5Jwr4Ul1idl9EqHJuP2Kp,,28.5,28.23,-81.3,2023-10-09T10:31:22.69Z
2WWTkwcoJpwkilVV6zZCPmfPYFk,,35.5,33.33,-111.81,2023-10-09T10:31:22.977Z
2WWTl6PTIwTCFqdkElJvPBqgZec,,20.5,40.37,-75.1,2023-10-09T10:31:23.132Z
2WWTl4GiJGgT4CfoC76sIEkCnnI,,12.5,57.65,11.93,2023-10-09T10:31:23.134Z
2WWTl2yQZIHEV9F9qGKRAqMwgXo,,3,42.63,-87.9,2023-10-09T10:31:23.37Z
2WWTl76SiglXtXRdOorXQL7yi1Q,,18.5,42.49,-92.45,2023-10-09T10:31:23.567Z
2WWTl6lvfsVC1I0XfcDLbzka08P,,13,30.25,-92.99,2023-10-09T10:31:23.653Z
2WWTl1GABbtitggkroN0aVH4bxs,,28.5,28.23,-81.3,2023-10-09T10:31:23.702Z
2WWTl5RONX2tPB2DWd7nBLBZtza,,21.5,36.96,-120.06,2023-10-09T10:31:23.703Z
2WWTl8O9JStwXfiNrWbErGEDZVZ,,5.5,44.99,-93.39,2023-10-09T10:31:24.107Z
2WWTlACiwkkySfjOg9SOgL0P5g7,,20,41.15,-73.43,2023-10-09T10:31:24.108Z
2WWTl8wKnFzoG1JesTVusdFDWiM,,25,28.44,-81.59,2023-10-09T10:31:24.108Z
2WWTlCSC9fdZHk9SmxrpJes6lvh,,11.5,37.64,-118.97,2023-10-09T10:31:24.108Z
2WWTlAxe3elSvaSBHfOgLdr6f6c,,23,37.79,-121.88,2023-10-09T10:31:24.138Z
2WWTlDlnGHBxgASsC4LYNMufJ0x,,20.5,33.85,-118.1,2023-10-09T10:31:24.226Z
2WWTlBBQ1vSoOmAONvuu9YZ7dgB,,16,39.52,-119.83,2023-10-09T10:31:24.493Z
2WWTlC3WbSCNF4xRBYzUlO70Pcj,,14,-36.91,174.87,2023-10-09T10:31:24.603Z
2WWTlAsDI2KlDhVw6CI8lhIjNmh,,12,49.89,-119.43,2023-10-09T10:31:24.624Z
2WWTlKK3nWhK4pfVQ5RzHBoIdMu,,13,38.31,-122.29,2023-10-09T10:31:25.141Z
2WWTlGUtHJirexQEN1NFbFrLUYg,,4.5,42.48,-83.44,2023-10-09T10:31:25.635Z
2WWTlIwUtcmN0bXNjU8dN3bHCHy,,9.5,39.14,-84.54,2023-10-09T10:31:25.64Z
2WWTlM1tV6eguSjhelZ1PQfDLR8,,20.5,33.85,-118.1,2023-10-09T10:31:25.704Z
2WWTlS7fArNUKNQQWN8UZeOJZt3,,17,47.04,15.45,2023-10-09T10:31:26.159Z
2WWTlS8cMvHMpk7rm1oZahufHzk,,8.5,63.41,10.4,2023-10-09T10:31:26.613Z
2WWTlO8jD7s8WspUosjdakQM3Os,,27,28.18,-82.5,2023-10-09T10:31:26.987Z
2WWTlaa3kKNHxfmvUMFVYbQNkcr,,23.5,47.32,8.2,2023-10-09T10:31:27.08Z
2WWTlcTHY9BI6liKXy8T9qwfNuJ,,33,38.67,-121.17,2023-10-09T10:31:27.145Z
2WWTlXHA1dymCNQ8ZTMlR7OPICd,,17.5,33.38,-84.29,2023-10-09T10:31:27.254Z
2WWTlZee5AFVN2gmIONAo1kOKC3,,26,38.09,-122.19,2023-10-09T10:31:27.585Z
2WWTlZYmA3rat4WhiTuGOhHb3jI,,16,52.13,-106.56,2023-10-09T10:31:27.585Z
2WWTlV5EDQ35X53wc498qt4IjYE,,21.5,36.96,-120.06,2023-10-09T10:31:27.685Z
2WWTlj9Xz4hHnri08XLUSwj7DIm,,13.5,51.05,14.08,2023-10-09T10:31:28.013Z
2WWTlex5nILe1MMtuBrcHAcgwyN,,20,28.42,-81.46,2023-10-09T10:31:28.262Z
2WWTle61OwHJxsmjJyTZGpnv9sW,,11,33.83,-84.35,2023-10-09T10:31:28.26Z
2WWTldmzRG1twPN6KxSsJ2W1bGe,,7,59.43,24.78,2023-10-09T10:31:28.713Z
2WWTliHpJQIlfQi6jt0m53nT928,,11.5,49.89,-119.43,2023-10-09T10:31:28.713Z
2WWTlnbb2yQcxdrCE1YoSPOM9CZ,,21,33.88,-117.21,2023-10-09T10:31:29.146Z
2WWTlofyneh2UWPa65qJ5FyiYpQ,,26,34.14,-118.05,2023-10-09T10:31:29.146Z
2WWTlqqFZeC2k6Sc22gh65tf7hl,,19.5,47.76,8.91,2023-10-09T10:31:29.146Z
2WWTln6P428XENUcNFBzRVMv5ie,,22,47.94,8.62,2023-10-09T10:31:29.595Z
2WWTlmG8e17Xxr8CDO9R5wmyI8f,,7.5,33.72,-87.17,2023-10-09T10:31:29.65Z
2WWTlmfZm0NThqrEb0kgomKRA5B,,19,48.18,15.61,2023-10-09T10:31:29.722Z
2WWTlvFsaNMqLsXAyFRBmbnltnm,,7.5,43.6,-79.6,2023-10-09T10:31:30.44Z
2WWTlxUk9sn4TUOpmkQ7CrFdlho,,24,32.96,-117.12,2023-10-09T10:31:30.633Z
2WWTm0qVAKRVY8LyvuwARqRgaex,,18,48.73,13.13,2023-10-09T10:31:31.451Z
2WWTm76wM7bVro8ec5FE4YK84o8,,9.5,54.68,25.23,2023-10-09T10:31:31.655Z
2WWTm1Y75yYE2mgS0ZR56qbtt9y,,12.5,57.65,11.92,2023-10-09T10:31:31.655Z
2WWTm2XXdKaSbL0VRQLYMOnVG4D,,25,33.61,-117.87,2023-10-09T10:31:31.655Z
2WWTm2rHtACNeCKPI4K5B8w7eo5,,5.5,59.43,24.71,2023-10-09T10:31:31.901Z
2WWTmBgxWGXtYUsDV9jXu0sLoSe,,29,30.43,-97.85,2023-10-09T10:31:32.15Z
2WWTmCEW29wKKWVaFfo7kYECLJ7,,22.5,47.42,8.63,2023-10-09T10:31:32.162Z
2WWTmBocIXSg0CEFqPAtzwo7IyR,,7.5,43.76,-79.19,2023-10-09T10:31:32.656Z
2WWTmDq8nKbXZG5fIW590qL0Ujp,,8,35.26,-81.13,2023-10-09T10:31:32.686Z
2WWTmAGnNowNUNx0MSc5P3JHpRj,,24,33.81,-117.78,2023-10-09T10:31:32.94Z
2WWTmIbA5lN8RGwihCVDtPu6VBt,,24,32.96,-117.12,2023-10-09T10:31:33.16Z
2WWTmHY4BQkN4fLXe63fy45RONs,,28.5,38.59,-121.29,2023-10-09T10:31:33.16Z
2WWTmLTEmBuysADE0a9KpWU5oTB,,22,50.97,7.02,2023-10-09T10:31:33.163Z
2WWTmGShTrJyog6OReku8PDboVd,,8,35.26,-81.13,2023-10-09T10:31:33.194Z
2WWTmG2XeXUtJlCbJiMX9450tDz,,19,34.18,-118.44,2023-10-09T10:31:33.454Z
2WWTmGCKXQeOLHh32scWKvcequx,,29,33.73,-117.79,2023-10-09T10:31:33.954Z
2WWTmNlCYivGo5psCkHLHmMvhj3,,26.5,38.02,23.64,2023-10-09T10:31:34.331Z
2WWTmbGDyJCO27ERwLvtAmjK9n9,,22.5,37.87,-122.18,2023-10-09T10:31:35.331Z
2WWTmj5Gn61OfvjtLrE3e5Ri91X,,18.5,53.86,-1.53,2023-10-09T10:31:36.049Z
2WWTmeNiZVzahYD1qQMTY3HmGLu,,22.5,35.83,-78.93,2023-10-09T10:31:36.178Z
2WWTmg7cotyUYnjzbnPGwLu2QMn,,24,33.81,-117.78,2023-10-09T10:31:36.473Z
2WWTmghIcTCG7jPNeNR5kXiKyrS,,10,53.8,20.61,2023-10-09T10:31:36.742Z
2WWTmdVbW6I28VDcWabyXohNymw,,19,34.95,-78.85,2023-10-09T10:31:36.935Z
2WWTmosc0RxvlYYCASFrMDPuMVi,,26,38.54,-121.57,2023-10-09T10:31:37.055Z
2WWTmoojX42VO2UF0Pj72g80wvI,,7.5,43.59,-79.78,2023-10-09T10:31:37.849Z
2WWTmo791RWa8oB6BZcbH8zHzgY,,19.5,38.96,-104.77,2023-10-09T10:31:37.96Z
2WWTmuTsImCmKEl3SV6V9RAVeSd,,24,41.09,-7.8,2023-10-09T10:31:38.177Z
2WWTmzPj7rN7tsQyqrMw1LNaFF2,,12.5,47.85,-122.18,2023-10-09T10:31:38.281Z
2WWTmwmf5hUFmdAPq4FTVaoRSOA,,19,41.13,-73.27,2023-10-09T10:31:38.477Z
2WWTmtttoglKZQPWSvYdglQZsBs,,21.5,36.96,-120.06,2023-10-09T10:31:38.991Z
2WWTn0YTsHULMh0C751BrwXwFap,,27.5,37.77,-121.93,2023-10-09T10:31:39.372Z
2WWTn7LWcPOtAg3eBECtETfPfrO,,11,41.77,-70.13,2023-10-09T10:31:39.479Z
2WWTn7WGcTLB4uiRBnW6QPWwY0O,,26,34.22,-118.23,2023-10-09T10:31:39.487Z
2WWTn7w6oGGOUPEDh1f7g973mOy,,18.5,34.1,-118.07,2023-10-09T10:31:39.863Z
2WWTn6eF8hlzVKxal9Cr2gAWgvM,,9,40.71,-73.56,2023-10-09T10:31:39.865Z
2WWTnDms4BEaCOE0av6HaC1Pk2M,,18,29.6,-98.51,2023-10-09T10:31:40.19Z
2WWTn9QmFRWglFa2LVbrkO2uNF3,,27,25.84,-80.38,2023-10-09T10:31:40.19Z
2WWTnBdDjD1i7tiBmSxt2cC2jBi,,11,40.68,-73.98,2023-10-09T10:31:40.352Z
2WWTnEUwPbUwybezFIAo9Vc9vXN,,6,36.23,-78.71,2023-10-09T10:31:40.458Z
2WWTnE1m4ABo73pPDUuSkY24eI0,,24.5,30.19,-97.86,2023-10-09T10:31:40.462Z
2WWTnEhT7Ml1LmR6lDkKh3KXRDD,,24.5,37.79,-122.39,2023-10-09T10:31:40.608Z
2WWTnCKBhhnmMOGd77MHt28BunW,,26.5,37.39,-122.15,2023-10-09T10:31:40.85Z
2WWTnATQeUMFHjUjEufDZRYKKKH,,29.5,31.95,34.81,2023-10-09T10:31:40.986Z
2WWTnK2n2w9RHDy5L9Xk1yM3iRs,,17.5,37.88,-122.28,2023-10-09T10:31:41.125Z
2WWTnHabRvnCtkuCKJp12wdsFOV,,14,49.77,13.38,2023-10-09T10:31:41.615Z
2WWTnMy4bk5ymI1YNcM1ZDLIx1O,,10.5,33.77,-81.37,2023-10-09T10:31:41.873Z
2WWTnQLO6ej87LPtXFPu8xNr8lQ,,11,42.51,-71.16,2023-10-09T10:31:42.221Z
2WWTnOFi5lveXVskw9ZO0lfKM1A,,27,38.43,-121.43,2023-10-09T10:31:42.221Z
2WWTnPiuiOBhFpc4kGJbiQLoZgI,,18.5,34,-117.79,2023-10-09T10:31:42.792Z
2WWTnXnLuEtXm8EGYsSUHLbQd4i,,7,39.72,-75.15,2023-10-09T10:31:43.216Z
2WWTna4BCIJtxRlIePrq9vPSFvK,,20,49.23,-123.14,2023-10-09T10:31:43.398Z
2WWTnXUkwApShJ9Cq21L57qtgQV,,18.5,37.23,-121.83,2023-10-09T10:31:43.398Z
2WWTnbjsT21Mmsmao3RGaYyO5gO,,20,45.39,-122.93,2023-10-09T10:31:43.65Z
2WWTnZZb4IIn3tO6RC31ZeaE3K5,,18.5,34,-117.79,2023-10-09T10:31:43.7Z
2WWTnYoINHnHaKHMXsWXv171rT1,,16.5,53.15,7.97,2023-10-09T10:31:43.894Z
2WWTnixGQ57RDy1naItlSs4GQJ2,,30,32.16,34.86,2023-10-09T10:31:44.148Z
2WWTnfCusIAmSQZhVs6OqPZ45CS,,13.5,40.66,-73.95,2023-10-09T10:31:44.205Z
2WWTnj5goxAleE9gAdhyExvstvj,,21.5,44.82,-0.53,2023-10-09T10:31:44.205Z
2WWTng3HFV7NQpVydjYenGEUuaL,,30.5,38.58,-121.46,2023-10-09T10:31:44.205Z
2WWTniXbIuEaMjsJ6kdBPgGi6aR,,8.5,46.82,-92.15,2023-10-09T10:31:44.433Z
2WWTniP5HPL8gp3JoGSBRa3eKDa,,29.5,26.33,-80.07,2023-10-09T10:31:44.433Z
2WWTnglEmxGD1SY1ex4JKt157tV,,16,55.75,-4.36,2023-10-09T10:31:44.599Z
2WWTnfBxD48JAnqGBh8uFBv6nQA,,14.5,38.56,-121.73,2023-10-09T10:31:44.619Z
2WWTneMbW3wb8RgmYAORYkGIHBg,,10,29.8,-82.5,2023-10-09T10:31:44.754Z
2WWTnjgO8Z7bWZs5OE6vNkaBYJQ,,16.5,45.14,-93.33,2023-10-09T10:31:44.864Z
2WWTngBmyesAysDuIRMfcrKO8Wy,,6,34.12,-109.94,2023-10-09T10:31:44.864Z
2WWTnrjjAOyPMtMdfjJn8P9mgNt,,23,37.53,-122.28,2023-10-09T10:31:45.115Z
2WWTnrYomsAj7BewYC7INdOz7cp,,24.5,33.97,-84.44,2023-10-09T10:31:45.149Z
2WWTnqpRAY6xUjNgQGfSMNGWKDI,,18.5,49.17,8.32,2023-10-09T10:31:45.647Z
2WWTnr9BDzuYVWS8WLaqYRwKueN,,22.5,37.91,-122.3,2023-10-09T10:31:45.651Z
2WWTnmUHDLJzlMA7hUbRE1GbnM2,,28.5,27.74,-82.43,2023-10-09T10:31:45.901Z
2WWTnpIEdjyQ362qYaXsnFTqaEZ,,18.5,37.23,-121.83,2023-10-09T10:31:45.901Z
2WWTo0QL2R5WPSpNycdLkaShfBu,,13.5,40.66,-73.95,2023-10-09T10:31:46.118Z
2WWTnvgYGbwgiDJ4lGgm8IFKIZI,,7,39.64,-78.04,2023-10-09T10:31:46.147Z
2WWTntUl9eLOedoWzFPX0MzVvMi,,22,40.14,-105.13,2023-10-09T10:31:46.155Z
2WWTnwmNJROZt6kgll92y3VqA0w,,18.5,37.23,-121.83,2023-10-09T10:31:46.312Z
2WWTnw5PGafG6CWPQkJp4Jjtg3K,,30.5,34.16,-117.48,2023-10-09T10:31:46.373Z
2WWTnvvtS7MSJurDInqQOf6A5oI,,15.9,52.85,7.93,2023-10-09T10:31:46.629Z
2WWTo5hOg828HUKZ1B8SwfTolk3,,21,33.73,-117.76,2023-10-09T10:31:47.161Z
2WWTo0zMNYZoMWowNfjQ5bdmyvF,,13.5,41.72,-87.62,2023-10-09T10:31:47.662Z
2WWTo7hQM3BXjvL7tmiG2hYQhOC,,16,52.85,7.93,2023-10-09T10:31:47.662Z
2WWTo7mV0JGMyvjThmRxeNocrvo,,18.5,33.61,-117.66,2023-10-09T10:31:47.819Z
2WWToCZpRh5HkMcJZtBakgqY43z,,22.5,37.91,-122.3,2023-10-09T10:31:48.031Z
2WWTo9mOBV0JDYoSes3smzbFeA4,,10,29.8,-82.5,2023-10-09T10:31:48.161Z
2WWToCjsC1ctH08HpYCGeoVmSXl,,22.5,49.27,-123.1,2023-10-09T10:31:48.162Z
2WWToGHcPtTzmpRg13d3XBl4WNN,,18,27.89,-82.2,2023-10-09T10:31:48.162Z
2WWToAVkKoR2MHf1Mck8Dfa4yoM,,29,33.57,-117.58,2023-10-09T10:31:48.662Z
2WWTo9LpK7A1XxlYMo1h1MNUflr,,4.5,35.41,-80.44,2023-10-09T10:31:48.663Z
2WWToA3OES31lnRZI5zXLuZ883i,,10.5,40.73,-73.98,2023-10-09T10:31:48.663Z
2WWToFyr1aIoEmxQYFJoOVzjQsN,,11,40.68,-73.98,2023-10-09T10:31:48.882Z
2WWToAoGnG0L77eHRV8rl6hPqMU,,16,35.74,-80.86,2023-10-09T10:31:48.922Z
2WWToNhkXWxWVA0jCtk1JPFmOlj,,19,38.65,-90.32,2023-10-09T10:31:49.038Z
2WWToN8XrcLzKUp02HwDy4KX0nL,,17,37.81,-122.27,2023-10-09T10:31:49.039Z
2WWToMhKS86vKDg7yWjSbCzHpAD,,25.5,33,-117.16,2023-10-09T10:31:49.169Z
2WWToILVDUyJUgqrzdxm7kdX7UQ,,18.5,33.61,-117.66,2023-10-09T10:31:49.384Z
2WWToJ8mxoRKwUp8pBNqsqUlfOm,,14,41.84,-87.65,2023-10-09T10:31:49.385Z
2WWToILuM5d3DGltx0rUyRsK2af,,22,41.54,2.37,2023-10-09T10:31:49.929Z
2WWToPWMeKJlZxy0NdvOyMxA88I,,20,34.12,-117.91,2023-10-09T10:31:50.028Z
2WWToVCy0Pfxiu5onD8YomRbhkx,,10.5,53.57,-113.32,2023-10-09T10:31:50.129Z
2WWToXoZRfA9CtPij0D9BhCgkSc,,23.5,42.02,-88.15,2023-10-09T10:31:51.034Z
2WWToWzbNBXAD4rLXvMH7Frvnmc,,22,40.14,-105.13,2023-10-09T10:31:51.034Z
2WWTod1ph64LlEDXhqAf2iQLfuK,,19.5,51.17,3.25,2023-10-09T10:31:51.898Z
2WWToi7a6ERLIrtUmDYWofAfVjj,,28,33.04,-96.89,2023-10-09T10:31:52.037Z
2WWTodqQiLHzqr36ZPxWu42Fn2x,,19,51.8,6.98,2023-10-09T10:31:52.186Z
2WWToeaumMD4NhD4Neji6mqqAjE,,30,34,-117.58,2023-10-09T10:31:52.186Z
2WWToj3W51X7kEGKlt7tBHESm8L,,21,51.15,1.31,2023-10-09T10:31:52.439Z
2WWTogYQ24U0lIjRUdVlIxd8qzw,,8.5,46.22,-72.05,2023-10-09T10:31:52.536Z
2WWTodjkRmFb7MHSzKAhQrrNyhf,,27,33.7,-117.75,2023-10-09T10:31:52.546Z
2WWToeS53m890wM7fnsRrzXvgEN,,26,37.63,-121.87,2023-10-09T10:31:52.545Z
2WWTokCJu8v9FAOmOZJC2Q4jRNW,,12.5,57.65,11.92,2023-10-09T10:31:52.904Z
2WWTor2iDX2czl7G9dI5z6bdP4N,,27,35.99,-115.21,2023-10-09T10:31:53.037Z
2WWTokwjwpUFha4mibGg0l4OBU7,,33,33.87,-117.79,2023-10-09T10:31:52.904Z
2WWTole9UyKkstjXKpsif3z4XvT,,4,36.19,-81.88,2023-10-09T10:31:53.037Z
2WWToq6FJWJRzwAIM7eOKsoUY6o,,35.5,32.78,-115.59,2023-10-09T10:31:53.371Z
2WWTon9iKWs3IfpmNCHD1frWCAH,,22.5,48.15,11.42,2023-10-09T10:31:53.547Z
2WWToyjKrzQf5poRxrelaPoMu9k,,6.5,50.29,18.96,2023-10-09T10:31:54.043Z
2WWToyW1NpGzxfcY0icDcRg3lR0,,32,33.26,-111.7,2023-10-09T10:31:54.404Z
2WWTozNktTG4SZqjzmUpJ8iJj8L,,33,33.87,-117.79,2023-10-09T10:31:54.404Z
2WWToyadPSarneQPz1ICsKTblad,,24,47.7,-122.39,2023-10-09T10:31:54.859Z
2WWTp4hCqrELhv7wFCCxA5wKlzp,,19.5,34.2,-118.33,2023-10-09T10:31:55.081Z
2WWTp1dZYC2LACFoIlyLLkFJfon,,20.5,51.67,-0.36,2023-10-09T10:31:55.081Z
2WWTp3SZ5ibP9l6mUIoR2oeu9ig,,5,45.01,-93.32,2023-10-09T10:31:55.081Z
2WWTp5O9iryDpWhXoczFmbgM9KQ,,19,45.42,-122.79,2023-10-09T10:31:55.416Z
2WWTpEZaxnH75nxuC5oSUnMqtHG,,21,28.49,-81.59,2023-10-09T10:31:56.088Z
2WWTpBxaM59sfDu1oefPntfJ5T7,,21,28.49,-81.59,2023-10-09T10:31:56.088Z
2WWTpCiEVzM1Mus1rK8zjdn1Xdb,,29,33.86,-117.6,2023-10-09T10:31:56.088Z
2WWTpBYx3svHwpszEXrv7eyGqGT,,25.5,38.3,-122.29,2023-10-09T10:31:56.094Z
2WWTp9MF3ltBvo9yMEB9HbMoaIA,,22,47.93,8.63,2023-10-09T10:31:56.453Z
2WWTpGPxmx4WIoNw9ODx6bksxtH,,4,60.26,5.24,2023-10-09T10:31:56.516Z
2WWTpDBEIijR9PW6ULcnWRCWPWg,,10,45.39,-73.59,2023-10-09T10:31:56.587Z
2WWTpG8caLAc7umG7hoq5GNaz9a,,8.5,39.28,-81.57,2023-10-09T10:31:56.587Z
2WWTpC9ixeyygmQqnZgDE6ABMZP,,22,51.71,5.34,2023-10-09T10:31:56.593Z
2WWTpAexyayFTYRGqA1ZUGFIWKf,,10.5,41.56,-87.89,2023-10-09T10:31:56.592Z
2WWTpEftt34CzmKqlD3wSExjvKE,,22,47.93,8.63,2023-10-09T10:31:56.922Z
2WWTpGIKPUl5BK2pOzff1Gq1dM0,,16.5,34.04,-118.54,2023-10-09T10:31:56.93Z
2WWTpLnKNnhg3u1gJP1EoAOvrB6,,21,50.93,4.05,2023-10-09T10:31:57.083Z
2WWTpNC1iuMtjDJcRH49HW54ier,,18.5,41.12,-73.38,2023-10-09T10:31:57.083Z
2WWTpH6PwvaZSEj1egyCdmSozAz,,30,33.93,-117.86,2023-10-09T10:31:57.084Z
2WWTpMOOIhu80gkWCJ7AMPkKvtD,,12,30.72,-94.91,2023-10-09T10:31:57.096Z
2WWTpHe9e2E6Kti8hLRZStGt4pF,,22.5,49.17,2.67,2023-10-09T10:31:57.4Z
2WWTpMP9qg1012HmaecAHLXjIRB,,25,51.5,-0.45,2023-10-09T10:31:57.481Z
2WWTpLZqrMjNB3aZHmV123nvFBB,,27,38,-0.69,2023-10-09T10:31:57.513Z
2WWTpMVXU5vE8JUPTZNrHKxizIo,,20.5,51.27,-0.17,2023-10-09T10:31:57.512Z
2WWTpLC3F3KK5NyZjfrso5kg5Ri,,24,33.18,-117.09,2023-10-09T10:31:57.595Z
2WWTpH97s3eKZw7wji1gY4S5atW,,21,35.36,-119.07,2023-10-09T10:31:57.878Z
2WWTpOII3ks7vcZc1Rxw7xXs9RI,,27,33.41,-111.99,2023-10-09T10:31:57.898Z
2WWTpK2eEgX5vo5sW2VsBX5gQfb,,15,43.76,-79.38,2023-10-09T10:31:57.986Z
2WWTpIjiUZ1DbZmc5GZ2TmPvyVq,,18.5,52.14,6.53,2023-10-09T10:31:57.987Z
2WWTpOqUg4SjgzlBv0yVXPcBgkG,,18,39.41,-105,2023-10-09T10:31:58.027Z
2WWTpV5TGpItvmquDyI4d9y3jOs,,25.5,43.66,1.45,2023-10-09T10:31:58.027Z
2WWTpVOuaMnPEPyZnUY5f0RWHi0,,14,35.26,-81.15,2023-10-09T10:31:58.345Z
2WWTpTZcob5UFsG9OwDsbSiBspA,,28,33.99,-117.65,2023-10-09T10:31:58.345Z
2WWTpSUi7mXeZ0y9rHKhBiL3h0F,,27.5,32.79,-117.17,2023-10-09T10:31:58.355Z
2WWTpVy6hBASNl8gagCQ5c2JmNm,,31.5,38.82,-121.28,2023-10-09T10:31:58.525Z
2WWTpRv4AyRMBEpHo623tW8yf4V,,20,28.42,-81.47,2023-10-09T10:31:58.535Z
2WWTpQxp2BnIaZN6rQauojADnlB,,10,38.8,-77.34,2023-10-09T10:31:58.663Z
2WWTpSyxckXxssC1NAEXKP3amgO,,16.5,33.48,-117.59,2023-10-09T10:31:58.806Z
2WWTpRgK3GYdS8TbksYrpKof1Wq,,23.5,37.67,-122.19,2023-10-09T10:31:58.84Z
2WWTpcoGUdoJz4MhHARCzqhEo7Y,,18.5,33.67,-118.01,2023-10-09T10:31:59.04Z
2WWTpdJtWCj6kFBbngUwdA8UwJE,,29,33.86,-117.6,2023-10-09T10:31:59.627Z
2WWTpXvDToD2wdp3kFMAfm9LSOJ,,14,47.72,-122.05,2023-10-09T10:31:59.628Z
2WWTpY0wYL4EsPTEGOqrOV6R20H,,3,43.01,-82.95,2023-10-09T10:31:59.865Z
2WWTpdiwPSg3xP9ZxToP1BJqCmU,,10.5,40.83,-73.94,2023-10-09T10:31:59.865Z
2WWTpcvnipmHy9xRzTJqcD8nV1m,,41.5,24.57,54.46,2023-10-09T10:31:59.907Z
2WWTpeTrlAZvKtaatZd1xLcZAS9,,15.5,45.75,24.2,2023-10-09T10:32:00.032Z
2WWTpjKDUVzKFNojDN8OKk0dMxq,,23.5,52.15,5.38,2023-10-09T10:32:00.416Z
2WWTpgZ0NSkPrxf2wgMUDRveNAI,,22,49.17,2.67,2023-10-09T10:32:00.913Z
2WWTpi5RxArG0f2blxT7Rc3TwHO,,12,55.04,10.61,2023-10-09T10:32:00.916Z
2WWTpmMZKmY4AAi5jC3nqjU8F3Z,,16.5,37.24,-121.86,2023-10-09T10:32:01.207Z
2WWTppsc4kOoj76rdChLiPkPekv,,6,45.25,-85.18,2023-10-09T10:32:01.428Z
2WWTpqeoKpcIcpDltgvNIVy6GyK,,9,39.99,-74.06,2023-10-09T10:32:01.429Z
2WWTplwOiFXlPjytkXn1qAYTs0L,,18.5,52.14,6.53,2023-10-09T10:32:01.609Z
2WWTpo85g0GgIpFMSDNSU19CYRd,,26,33.18,-96.65,2023-10-09T10:32:01.609Z
2WWTptX2GdgXqvsA7GsodyU4cE3,,21,34,-118.45,2023-10-09T10:32:01.661Z
2WWTpmLOv1Ek6SImZdf8PVcH6sd,,26,33.85,-117.57,2023-10-09T10:32:01.935Z
2WWTpoZfefttWLE6eGqsJ7URENk,,21.5,33.78,-118.05,2023-10-09T10:32:01.935Z
2WWTpx932H7LjwOeA0ycNvJxfyb,,19,42.09,-87.97,2023-10-09T10:32:02.114Z
2WWTpvyrQNdeK7Zrq9RnSz2HtF6,,30,33.93,-117.86,2023-10-09T10:32:02.115Z
2WWTpv1nfZ2J4g0CCXNeIzkiw94,,5.5,46.16,-74.69,2023-10-09T10:32:02.428Z
2WWTpwLyPNgu5H7oiVh6i7IN8Aa,,26.5,33.12,-117.31,2023-10-09T10:32:02.431Z
2WWTq1M8trpxxPCkCDhsmOFjf48,,33,37.99,-122.6,2023-10-09T10:32:02.431Z
2WWTpw4h5ebrRMijCLM5pu6Ww1k,,14,35.26,-81.15,2023-10-09T10:32:02.585Z
2WWTpvVJ9SuBHbkpYjFo0dWEclX,,14,50.86,9.69,2023-10-09T10:32:02.585Z
2WWTpyg17PIC3sJOF727huiGlv7,,9,32.47,-85.09,2023-10-09T10:32:02.789Z
2WWTq14k9sgTFeTPEltFfUME4VG,,0,59.93,10.81,2023-10-09T10:32:02.79Z
2WWTq0fJNRRpAqAE7SA3KVVnNXu,,25,45.41,11.63,2023-10-09T10:32:02.933Z
2WWTpvcPVADQwWUtkCfO5cri9uh,,26,-27.76,153.24,2023-10-09T10:32:02.945Z
2WWTq1NVsAO1q2eGuSaQ9vZ6x53,,22.5,34.04,-117.07,2023-10-09T10:32:02.994Z
2WWTq3pJDzhb3KSni36JFVdfmIR,,10.5,40.83,-73.94,2023-10-09T10:32:03.931Z
2WWTq1v1KxWMXDa7yYuY3GEcRy8,,21,28.17,-81.64,2023-10-09T10:32:03.93Z
2WWTq7RQJ2tgO8bQJthbyF8kPW9,,21.5,33.74,-118.09,2023-10-09T10:32:03.934Z
2WWTqAWc0P7pfcpMBsVCcKBowAM,,28.5,33.22,-96.85,2023-10-09T10:32:04.458Z
2WWTqEivELEzHitzOm3vWO62JA6,,20,33.74,-111.76,2023-10-09T10:32:04.473Z
2WWTqCJfwLA0Oau2fD9zh5eA3Z8,,20,52.53,-2.02,2023-10-09T10:32:04.473Z
2WWTqAjj8Bv0Frg5hZZpvacMYNN,,25,45.41,11.63,2023-10-09T10:32:04.982Z
2WWTqHjIedwEZyTZM8iwEckJmst,,16.5,47.07,15.44,2023-10-09T10:32:05.09Z
2WWTqHSdDiEtipXrOzavePh9KN5,,4,59.32,14.12,2023-10-09T10:32:05.41Z
2WWTqJdjvQtDnKyKEekHyB6sWms,,17,51.69,7.75,2023-10-09T10:32:05.578Z
2WWTqNy5S9rp2SFksaBj7atFMCP,,17,37.57,-101.35,2023-10-09T10:32:05.911Z
